id,title,description,jhi_date,user_id
337,Multi-channelled dedicated productivity,Nulla ut erat id mauris vulputate elementum.,2018-07-18 10:19:11,4
338,Balanced bottom-line Graphic Interface,Praesent blandit lacinia erat.,2018-10-31 03:51:16,4
339,Organized mobile data-warehouse,Nulla tempus.,2018-07-10 22:43:49,4
340,Visionary client-server emulation,Duis ac nibh.,2019-04-19 14:05:07,4
341,Persistent maximized middleware,,2018-05-24 11:37:58,4
342,Self-enabling upward-trending projection,,2018-11-18 15:54:45,4
343,Face to face zero defect capability,Aenean fermentum.,2019-03-20 06:37:43,4
344,Profit-focused optimal architecture,,2018-07-13 19:55:35,4
345,Ameliorated logistical throughput,"In tempor, turpis nec euismod scelerisque, quam tu",2018-07-25 04:08:50,4
346,Inverse user-facing internet solution,Nam nulla.,2018-09-18 04:13:22,4
347,Horizontal methodical infrastructure,Nulla nisl.,2018-09-09 23:32:45,4
348,Open-architected foreground open system,"Nullam orci pede, venenatis non, sodales sed, tinc",2018-08-27 14:08:13,4
349,Cross-group uniform protocol,,2019-03-02 02:39:47,4
350,Distributed bottom-line project,Mauris lacinia sapien quis libero.,2018-11-12 00:36:30,4
351,Extended empowering paradigm,,2019-04-09 12:05:06,4
352,Expanded user-facing encryption,Donec semper sapien a libero.,2019-04-03 23:10:17,4
353,Down-sized hybrid challenge,"Morbi vestibulum, velit id pretium iaculis, diam e",2018-12-19 21:42:21,4
354,Adaptive mobile alliance,Nullam sit amet turpis elementum ligula vehicula c,2019-05-09 13:35:08,4
355,Multi-layered needs-based workforce,In blandit ultrices enim.,2019-02-06 16:21:45,4
356,Pre-emptive tangible instruction set,,2018-08-30 22:59:40,4
357,Reduced bi-directional Graphical User Interface,,2019-04-20 06:12:47,4
358,Vision-oriented bifurcated hierarchy,,2018-07-06 05:17:25,4
359,De-engineered hybrid infrastructure,,2018-12-11 21:48:18,4
360,Total 5th generation archive,Suspendisse accumsan tortor quis turpis.,2018-05-29 04:45:36,4
361,Customer-focused 5th generation neural-net,Fusce consequat.,2018-09-07 04:58:06,4
362,Decentralized asynchronous portal,,2018-10-25 01:43:54,4
363,Versatile bi-directional synergy,Quisque porta volutpat erat.,2019-03-05 11:41:44,4
364,Customizable 24/7 extranet,Aenean sit amet justo.,2019-04-10 16:34:23,4
365,Diverse transitional local area network,,2019-03-29 07:29:51,4
366,Digitized context-sensitive migration,Nulla ut erat id mauris vulputate elementum.,2018-10-10 18:29:40,4
367,Open-source content-based website,"Cras mi pede, malesuada in, imperdiet et, commodo ",2018-08-04 19:30:02,4
368,Progressive directional core,,2019-03-28 03:24:58,4
369,Fully-configurable foreground matrices,Nam tristique tortor eu pede.,2019-02-16 18:23:17,4
370,Ergonomic 24/7 installation,,2019-04-13 22:58:56,4
371,Public-key leading edge frame,,2018-05-29 22:36:59,4
372,Extended maximized throughput,,2018-09-13 19:43:21,4
373,Synchronised heuristic matrix,,2018-12-30 22:10:19,4
374,Synchronised optimal encoding,,2018-09-08 10:24:35,4
375,Self-enabling impactful productivity,,2018-08-03 00:05:18,4
376,Extended client-server knowledge user,,2018-12-14 08:40:44,4
377,Object-based eco-centric alliance,,2018-05-13 10:27:41,4
378,Extended solution-oriented moratorium,"Integer aliquet, massa id lobortis convallis, tort",2018-06-11 02:19:53,4
379,Adaptive dedicated solution,,2018-12-10 15:58:26,4
380,Up-sized asymmetric attitude,Proin at turpis a pede posuere nonummy.,2018-12-19 17:13:26,4
381,Switchable zero defect middleware,"Integer pede justo, lacinia eget, tincidunt eget, ",2018-07-24 17:33:42,4
382,Devolved human-resource hardware,In hac habitasse platea dictumst.,2019-03-08 02:42:01,4
383,Programmable mobile local area network,Morbi non quam nec dui luctus rutrum.,2018-09-22 00:25:38,4
384,Profit-focused empowering knowledge base,,2019-02-27 09:19:35,4
385,Enhanced context-sensitive function,Nulla suscipit ligula in lacus.,2018-10-08 01:24:17,4
386,Focused scalable protocol,,2019-02-21 15:15:08,4
387,Exclusive asymmetric Graphic Interface,,2019-05-07 00:31:42,4
388,Seamless composite projection,,2018-08-07 00:19:12,4
389,Advanced upward-trending service-desk,Quisque porta volutpat erat.,2018-12-03 05:22:55,4
390,Robust grid-enabled secured line,,2018-08-26 17:37:42,4
391,Stand-alone attitude-oriented open architecture,,2018-06-22 09:01:41,4
392,Progressive actuating instruction set,,2019-03-24 01:17:05,4
393,Down-sized empowering leverage,,2018-08-20 20:25:07,4
394,Business-focused mobile concept,Vestibulum ante ipsum primis in faucibus orci luct,2018-09-27 13:06:29,4
395,Synergistic system-worthy interface,,2018-08-07 23:32:08,4
396,Stand-alone optimizing capacity,In sagittis dui vel nisl.,2019-02-22 09:55:37,4
397,Right-sized 4th generation initiative,,2018-09-07 18:09:16,4
398,Digitized explicit initiative,Cras in purus eu magna vulputate luctus.,2019-01-10 05:54:24,4
399,Fully-configurable multi-tasking policy,,2019-03-02 19:16:50,4
400,Mandatory 4th generation local area network,,2018-05-18 05:15:05,4
401,Function-based directional hierarchy,,2019-01-26 03:47:03,4
402,Reactive non-volatile interface,,2018-06-28 04:52:56,4
403,Managed discrete capacity,Maecenas ut massa quis augue luctus tincidunt.,2018-09-30 17:30:12,4
404,Grass-roots radical Graphic Interface,"Lorem ipsum dolor sit amet, consectetuer adipiscin",2018-10-24 05:05:06,4
405,Devolved zero tolerance firmware,"Nulla neque libero, convallis eget, eleifend luctu",2018-06-26 05:02:32,4
406,Balanced multimedia customer loyalty,Proin interdum mauris non ligula pellentesque ultr,2019-01-26 23:35:43,4
407,Multi-lateral reciprocal archive,,2018-10-18 04:54:46,4
408,Advanced system-worthy array,,2018-06-19 04:47:54,4
409,Synchronised clear-thinking support,,2018-11-28 03:42:01,4
410,Polarised upward-trending array,Nunc purus.,2019-01-14 22:34:58,4
411,Phased asymmetric Graphical User Interface,Morbi non quam nec dui luctus rutrum.,2019-05-06 22:26:44,4
412,Adaptive intermediate utilisation,,2018-08-08 23:38:34,4
413,Reduced web-enabled budgetary management,,2019-01-20 14:51:28,4
414,Object-based well-modulated moratorium,,2018-11-21 11:43:36,4
415,Cross-group motivating archive,Duis consequat dui nec nisi volutpat eleifend.,2018-12-03 10:14:52,4
416,Front-line fresh-thinking secured line,In blandit ultrices enim.,2018-06-21 11:19:13,4
417,Compatible hybrid productivity,Nunc purus.,2019-04-12 13:44:30,4
418,Focused fault-tolerant monitoring,,2019-04-28 16:51:50,4
419,Down-sized methodical initiative,Nunc purus.,2018-05-24 23:43:27,4
420,Polarised global infrastructure,Vestibulum ante ipsum primis in faucibus orci luct,2018-08-21 18:56:35,4
421,Compatible multimedia policy,,2018-08-19 12:45:51,4
422,Exclusive optimal capability,"Duis bibendum, felis sed interdum venenatis, turpi",2018-05-21 18:20:15,4
423,Front-line executive core,,2019-01-21 08:25:35,4
424,Open-source zero administration pricing structure,Aliquam quis turpis eget elit sodales scelerisque.,2018-10-09 15:02:08,4
425,Quality-focused heuristic concept,,2019-01-31 04:28:58,4
426,Function-based stable archive,,2018-11-18 13:46:21,4
427,Triple-buffered well-modulated pricing structure,,2018-07-06 19:44:50,4
428,Fully-configurable attitude-oriented customer loyalty,Morbi a ipsum.,2019-01-17 01:04:43,4
429,Function-based needs-based model,,2019-04-21 18:20:55,4
430,Monitored empowering hub,,2018-10-31 20:15:05,4
431,Enterprise-wide context-sensitive initiative,Nulla tellus.,2018-12-22 08:07:19,4
432,Enhanced mobile Graphic Interface,Mauris lacinia sapien quis libero.,2018-10-03 04:46:31,4
433,Robust secondary instruction set,,2019-02-12 10:18:47,4
434,Configurable grid-enabled adapter,Phasellus in felis.,2019-03-20 01:50:48,4
435,Object-based object-oriented middleware,Vivamus in felis eu sapien cursus vestibulum.,2019-03-27 04:02:50,4
436,Persevering global encoding,,2018-12-11 03:20:24,4
437,Synergistic logistical project,,2018-09-26 22:11:46,4
438,Multi-layered discrete focus group,,2018-08-20 10:28:10,4
439,Organized composite application,,2019-04-21 15:19:51,4
440,Distributed client-driven open architecture,,2019-01-29 20:27:45,4
441,Integrated upward-trending intranet,Ut at dolor quis odio consequat varius.,2018-05-23 22:15:40,4
442,Configurable systemic hardware,,2019-03-21 09:12:15,4
443,Right-sized holistic system engine,Maecenas rhoncus aliquam lacus.,2018-08-02 17:18:23,4
444,Business-focused multi-state functionalities,Sed accumsan felis.,2018-10-19 16:38:27,4
445,Proactive context-sensitive Graphic Interface,,2018-09-30 02:08:45,4
446,Adaptive system-worthy software,,2019-03-15 12:50:51,4
447,Pre-emptive analyzing capability,,2018-08-31 06:57:21,4
448,Assimilated dynamic access,,2019-04-20 06:09:38,4
449,Profound needs-based definition,,2018-08-13 09:45:08,4
450,Stand-alone intermediate challenge,,2018-11-16 11:13:05,4
451,Operative clear-thinking capability,,2018-05-21 21:29:37,4
452,Total composite core,,2018-08-02 22:07:32,4
453,Focused non-volatile firmware,,2018-07-12 00:09:45,4
454,Organized bi-directional solution,Proin risus.,2018-05-15 21:45:24,4
455,Ergonomic composite matrices,Curabitur in libero ut massa volutpat convallis.,2019-03-05 04:16:20,4
456,Realigned regional intranet,Maecenas pulvinar lobortis est.,2019-03-06 21:12:38,4
457,Cloned fault-tolerant middleware,,2018-06-10 09:23:39,4
458,Front-line contextually-based knowledge user,,2018-06-08 19:24:10,4
459,Sharable coherent monitoring,Proin at turpis a pede posuere nonummy.,2018-05-15 16:10:33,4
460,Team-oriented dedicated local area network,Vestibulum rutrum rutrum neque.,2018-11-20 19:10:39,4
461,User-centric object-oriented instruction set,"Aliquam augue quam, sollicitudin vitae, consectetu",2019-01-27 17:43:32,4
462,Diverse upward-trending focus group,,2018-12-06 16:59:35,4
463,Customer-focused actuating time-frame,,2018-07-12 06:04:39,4
464,Down-sized 4th generation emulation,,2018-10-31 06:47:53,4
465,Fully-configurable even-keeled portal,Cras in purus eu magna vulputate luctus.,2018-10-21 08:13:29,4
466,Robust transitional service-desk,Aliquam sit amet diam in magna bibendum imperdiet.,2018-07-21 00:20:00,4
467,Intuitive maximized projection,Nam dui.,2018-10-15 00:53:35,4
468,Team-oriented hybrid workforce,,2019-04-25 07:15:19,4
469,User-centric 3rd generation strategy,Ut tellus.,2018-08-13 09:10:36,4
470,Programmable didactic open system,,2018-10-13 22:18:37,4
471,Switchable needs-based complexity,"Vivamus metus arcu, adipiscing molestie, hendrerit",2018-11-08 22:58:07,4
472,Organic optimizing forecast,"Nullam orci pede, venenatis non, sodales sed, tinc",2018-05-25 11:20:47,4
473,Programmable secondary migration,"Quisque erat eros, viverra eget, congue eget, semp",2018-10-25 14:49:44,4
474,Cross-platform executive project,,2019-03-15 02:30:03,4
475,Function-based grid-enabled matrix,Vestibulum rutrum rutrum neque.,2018-06-11 15:51:22,4
476,Proactive client-server forecast,In eleifend quam a odio.,2018-07-20 04:45:31,4
477,Inverse content-based portal,,2018-09-02 08:17:09,4
478,Customer-focused national array,,2018-07-25 07:04:44,4
479,User-friendly methodical hardware,,2019-03-13 00:09:26,4
480,Organic human-resource functionalities,,2018-10-07 09:03:37,4
481,Expanded exuding solution,,2018-12-15 06:11:33,4
482,Focused needs-based protocol,,2018-05-23 00:01:34,4
483,Focused multimedia knowledge user,Sed ante.,2019-02-12 09:49:15,4
484,Ergonomic bi-directional firmware,"Integer aliquet, massa id lobortis convallis, tort",2018-11-07 11:06:14,4
485,Optional modular strategy,In congue.,2019-05-10 23:09:03,4
486,Proactive grid-enabled implementation,,2018-05-15 09:01:38,4
487,Virtual content-based analyzer,Pellentesque ultrices mattis odio.,2018-08-27 13:30:22,4
488,Mandatory radical local area network,Quisque id justo sit amet sapien dignissim vestibu,2018-09-02 05:48:05,4
489,Open-source asymmetric focus group,,2018-08-14 03:10:56,4
490,Business-focused local structure,,2018-06-08 16:18:40,4
491,Balanced multimedia solution,Sed vel enim sit amet nunc viverra dapibus.,2018-05-21 05:15:14,4
492,Digitized motivating hub,Integer tincidunt ante vel ipsum.,2018-10-10 05:46:56,4
493,Devolved impactful service-desk,,2019-05-08 03:03:31,4
494,Cloned 5th generation open architecture,,2019-02-04 17:43:26,4
495,Organized logistical access,,2019-01-05 20:52:58,4
496,Cross-platform attitude-oriented neural-net,"Mauris enim leo, rhoncus sed, vestibulum sit amet,",2019-04-03 17:36:36,4
497,Synergistic secondary encoding,,2018-08-04 10:04:09,4
498,Robust hybrid instruction set,,2018-10-16 18:10:45,4
499,Monitored grid-enabled architecture,Nam tristique tortor eu pede.,2018-12-06 11:16:51,4
500,Versatile system-worthy firmware,Suspendisse ornare consequat lectus.,2018-12-13 02:10:47,4
501,Persevering clear-thinking instruction set,,2019-02-14 05:06:29,4
502,Adaptive client-server encoding,,2019-01-28 02:14:01,4
503,Managed interactive system engine,,2019-04-18 05:48:24,4
504,Digitized demand-driven challenge,,2019-01-12 18:32:23,4
505,De-engineered actuating open system,Aenean lectus.,2019-04-15 09:25:43,4
506,Fully-configurable 5th generation success,,2019-03-13 02:17:32,4
507,User-friendly needs-based project,Morbi non lectus.,2018-09-25 01:02:46,4
508,Customizable 5th generation protocol,,2019-03-11 20:34:18,4
509,Optimized empowering open system,,2018-07-01 05:58:19,4
510,Organized dynamic productivity,,2018-08-18 12:24:06,4
511,Exclusive mobile alliance,Vestibulum ante ipsum primis in faucibus orci luct,2018-06-18 20:14:04,4
512,Open-architected high-level encryption,,2018-05-27 19:25:14,4
513,Streamlined heuristic product,,2018-12-04 08:40:03,4
514,Realigned national Graphical User Interface,,2018-10-07 04:49:45,4
515,Grass-roots global utilisation,,2019-04-12 16:56:32,4
516,Streamlined neutral application,In congue.,2018-08-28 19:30:50,4
517,Intuitive discrete synergy,Proin eu mi.,2018-08-11 15:21:46,4
518,Profound dynamic hierarchy,,2018-11-17 08:38:53,4
519,Ergonomic next generation archive,,2018-07-01 09:28:38,4
520,Multi-lateral asymmetric open architecture,,2018-06-10 03:13:52,4
521,Operative content-based intranet,Nulla tempus.,2019-02-14 16:57:02,4
522,Customizable coherent circuit,,2018-09-12 04:34:40,4
523,Business-focused contextually-based functionalities,"In est risus, auctor sed, tristique in, tempus sit",2018-08-24 17:12:57,4
524,Inverse full-range middleware,Duis at velit eu est congue elementum.,2019-03-22 11:06:51,4
525,Progressive fresh-thinking encryption,Duis at velit eu est congue elementum.,2019-02-08 10:09:57,4
526,Advanced systemic benchmark,"Quisque erat eros, viverra eget, congue eget, semp",2019-02-28 16:36:50,4
527,Intuitive encompassing algorithm,,2018-12-17 21:22:24,4
528,Customer-focused global throughput,,2018-11-14 07:35:53,4
529,Versatile zero tolerance definition,,2019-02-08 22:46:44,4
530,Future-proofed discrete core,,2019-04-05 17:39:09,4
531,Down-sized asynchronous concept,,2019-01-26 23:58:18,4
532,Seamless optimal software,,2018-08-21 08:37:17,4
533,De-engineered system-worthy help-desk,Nulla facilisi.,2018-08-02 11:04:51,4
534,Fundamental asymmetric flexibility,,2018-10-21 21:31:21,4
535,Multi-channelled secondary process improvement,,2018-08-04 08:13:24,4
536,Inverse upward-trending projection,,2019-02-22 10:48:41,4
537,Re-contextualized homogeneous database,,2018-08-19 07:48:33,4
538,Enhanced dynamic archive,,2019-04-04 06:14:11,4
539,Fully-configurable mobile projection,,2018-12-26 22:43:46,4
540,Enhanced high-level access,,2018-06-27 17:45:50,4
541,Front-line incremental pricing structure,Suspendisse ornare consequat lectus.,2018-12-20 14:14:29,4
542,Visionary system-worthy protocol,"Lorem ipsum dolor sit amet, consectetuer adipiscin",2019-03-16 08:34:10,4
543,Organic analyzing extranet,Vestibulum ante ipsum primis in faucibus orci luct,2019-04-28 01:35:27,4
544,Business-focused user-facing matrix,,2018-06-05 19:33:26,4
545,Polarised leading edge budgetary management,Maecenas rhoncus aliquam lacus.,2018-05-29 09:31:49,4
546,Object-based next generation hardware,,2019-01-07 00:26:44,4
547,Re-contextualized holistic middleware,Donec ut mauris eget massa tempor convallis.,2019-02-06 23:36:47,4
548,Devolved national array,Pellentesque at nulla.,2018-07-18 20:43:43,4
549,Sharable optimal database,"Maecenas leo odio, condimentum id, luctus nec, mol",2018-09-17 23:25:02,4
550,Team-oriented exuding flexibility,Morbi porttitor lorem id ligula.,2018-12-14 21:28:10,4
551,Cross-platform bifurcated forecast,,2019-02-19 14:04:06,4
552,Team-oriented heuristic software,,2018-07-29 08:51:11,4
553,Diverse encompassing artificial intelligence,Nulla mollis molestie lorem.,2019-03-28 17:24:21,4
554,Pre-emptive client-driven groupware,,2018-10-31 02:20:00,4
555,Adaptive modular conglomeration,,2018-09-25 18:36:18,4
556,Ergonomic value-added service-desk,In eleifend quam a odio.,2018-12-12 20:46:15,4
557,Re-engineered 5th generation knowledge user,,2018-12-29 20:19:51,4
558,Team-oriented static access,,2018-07-27 16:09:07,4
559,Multi-tiered contextually-based portal,,2018-12-09 04:40:02,4
560,Compatible national secured line,Quisque ut erat.,2019-05-02 09:44:11,4
561,Down-sized content-based policy,,2018-07-31 16:25:14,4
562,Polarised upward-trending pricing structure,,2018-05-29 19:29:03,4
563,Self-enabling non-volatile process improvement,Donec ut mauris eget massa tempor convallis.,2018-07-13 11:26:07,4
564,Organized contextually-based info-mediaries,Nulla ac enim.,2018-10-10 10:27:14,4
565,Configurable responsive circuit,,2018-12-13 18:25:06,4
566,Universal real-time ability,Nam tristique tortor eu pede.,2018-10-09 11:03:27,4
567,Right-sized composite circuit,Donec ut mauris eget massa tempor convallis.,2018-11-19 14:23:32,4
568,Progressive encompassing productivity,Ut at dolor quis odio consequat varius.,2018-05-16 10:48:00,4
569,Visionary mobile project,,2019-03-01 16:56:29,4
570,Cross-platform incremental time-frame,,2019-04-21 15:31:16,4
571,Focused responsive hardware,,2018-07-06 10:39:49,4
572,Cross-platform 3rd generation website,Suspendisse potenti.,2019-01-29 09:00:51,4
573,Multi-tiered multimedia analyzer,Praesent blandit.,2018-10-16 15:52:46,4
574,Business-focused non-volatile adapter,,2019-05-04 22:42:28,4
575,Advanced asymmetric projection,"In tempor, turpis nec euismod scelerisque, quam tu",2018-12-01 23:11:06,4
576,Persistent transitional groupware,Sed vel enim sit amet nunc viverra dapibus.,2019-04-19 23:29:16,4
577,Fundamental heuristic knowledge user,,2018-10-06 16:05:14,4
578,Compatible modular installation,,2019-04-19 16:06:09,4
579,Enhanced dynamic firmware,,2018-11-10 16:42:20,4
580,Proactive dynamic array,,2018-08-25 12:03:43,4
581,Fully-configurable 5th generation attitude,,2018-09-08 19:25:56,4
582,Function-based secondary budgetary management,Morbi vel lectus in quam fringilla rhoncus.,2018-11-14 01:54:32,4
583,Self-enabling hybrid utilisation,Nullam porttitor lacus at turpis.,2019-01-16 12:17:28,4
584,Polarised solution-oriented hardware,,2018-07-27 09:05:21,4
585,Synchronised 3rd generation open system,"Maecenas leo odio, condimentum id, luctus nec, mol",2019-04-07 14:39:12,4
586,Adaptive value-added installation,Vivamus vestibulum sagittis sapien.,2018-12-30 18:03:15,4
587,Customizable real-time contingency,,2018-05-30 21:48:57,4
588,Organic impactful contingency,Pellentesque eget nunc.,2019-01-25 20:14:29,4
589,Organized reciprocal hierarchy,Suspendisse potenti.,2018-12-27 17:34:37,4
590,Enhanced asynchronous challenge,,2018-11-09 20:56:24,4
591,Vision-oriented bifurcated flexibility,,2018-08-14 02:25:48,4
592,Front-line zero tolerance frame,,2019-04-19 17:31:19,4
593,Exclusive explicit hierarchy,,2019-01-28 05:00:37,4
594,Automated cohesive utilisation,"In tempor, turpis nec euismod scelerisque, quam tu",2019-05-08 14:33:32,4
595,Visionary value-added array,,2018-06-27 21:05:26,4
596,Ameliorated incremental data-warehouse,,2019-04-23 22:00:48,4
597,Optional upward-trending matrices,Aenean lectus.,2018-12-18 14:39:57,4
598,Multi-lateral 24/7 neural-net,,2018-11-26 07:56:00,4
599,Expanded bottom-line budgetary management,Ut at dolor quis odio consequat varius.,2018-10-31 18:00:26,4
600,Assimilated web-enabled portal,,2018-05-25 06:00:21,4
601,Mandatory 24/7 installation,,2019-03-11 02:39:08,4
602,Synergized multi-tasking open system,,2018-12-03 11:52:19,4
603,Total composite model,,2018-08-10 00:01:27,4
604,Focused non-volatile migration,,2019-01-22 22:43:22,4
605,Vision-oriented explicit forecast,,2018-10-06 22:48:59,4
606,Intuitive logistical application,Morbi a ipsum.,2019-01-30 12:06:58,4
607,Multi-channelled clear-thinking support,,2018-05-14 03:02:51,4
608,Optional executive artificial intelligence,"In tempor, turpis nec euismod scelerisque, quam tu",2019-04-22 16:27:04,4
609,Expanded user-facing Graphical User Interface,Integer tincidunt ante vel ipsum.,2018-06-19 06:36:47,4
610,Cloned maximized open system,Etiam faucibus cursus urna.,2018-12-27 15:25:19,4
611,User-centric high-level intranet,,2018-09-17 04:48:29,4
612,Sharable 4th generation secured line,,2019-03-26 09:45:01,4
613,Cross-platform scalable project,In hac habitasse platea dictumst.,2018-12-22 21:57:42,4
614,Self-enabling heuristic contingency,Aliquam quis turpis eget elit sodales scelerisque.,2019-04-17 19:32:28,4
615,Devolved methodical archive,,2019-02-25 08:36:07,4
616,Profound zero defect parallelism,,2019-02-25 07:50:45,4
617,Multi-channelled demand-driven pricing structure,Duis consequat dui nec nisi volutpat eleifend.,2018-08-03 16:43:10,4
618,Face to face stable core,Cras pellentesque volutpat dui.,2019-03-25 07:15:13,4
619,Profit-focused transitional leverage,,2018-06-06 05:27:43,4
620,Ergonomic foreground moderator,Vestibulum ante ipsum primis in faucibus orci luct,2019-01-23 09:51:34,4
621,Reverse-engineered empowering project,,2019-03-12 10:27:22,4
622,Switchable 24 hour matrix,,2019-04-25 09:45:44,4
623,Ameliorated radical hardware,In quis justo.,2018-09-18 10:23:14,4
624,Customizable exuding utilisation,In sagittis dui vel nisl.,2019-02-02 15:34:00,4
625,Pre-emptive system-worthy core,,2019-03-12 08:28:28,4
626,Self-enabling contextually-based approach,"Cras mi pede, malesuada in, imperdiet et, commodo ",2018-06-20 18:41:42,4
627,Programmable background synergy,Morbi non lectus.,2019-01-30 21:51:09,4
628,Switchable user-facing access,Etiam faucibus cursus urna.,2019-02-20 14:47:59,4
629,Multi-channelled dynamic circuit,,2018-08-17 20:50:08,4
630,Switchable bi-directional project,,2018-05-23 18:49:14,4
631,Configurable hybrid framework,Vivamus vel nulla eget eros elementum pellentesque,2018-12-10 19:39:24,4
632,Persevering didactic help-desk,,2018-09-16 15:20:42,4
633,Innovative human-resource circuit,,2018-09-07 03:18:04,4
634,User-centric solution-oriented help-desk,,2018-10-07 13:03:08,4
635,Managed next generation open system,"Integer aliquet, massa id lobortis convallis, tort",2018-06-20 11:39:39,4
636,Networked 5th generation circuit,Sed vel enim sit amet nunc viverra dapibus.,2019-04-02 16:38:15,4
637,Seamless system-worthy knowledge user,"Morbi odio odio, elementum eu, interdum eu, tincid",2018-10-12 03:56:05,4
638,Ameliorated next generation product,,2018-05-25 09:14:49,4
639,Business-focused national internet solution,,2018-10-07 08:33:55,4
640,Cross-group needs-based success,Vestibulum ante ipsum primis in faucibus orci luct,2018-09-16 18:57:05,4
641,Synchronised background service-desk,,2018-09-09 23:02:52,4
642,Team-oriented heuristic product,Suspendisse ornare consequat lectus.,2018-09-20 02:28:18,4
643,Re-contextualized didactic process improvement,"Cras mi pede, malesuada in, imperdiet et, commodo ",2018-12-23 23:30:48,4
644,Monitored secondary protocol,,2018-11-16 07:06:20,4
645,Customer-focused didactic website,Suspendisse potenti.,2019-01-21 18:22:54,4
646,Enhanced systematic encoding,,2018-09-03 21:47:56,4
647,Triple-buffered bottom-line encryption,Donec ut mauris eget massa tempor convallis.,2018-09-09 20:19:48,4
648,Business-focused tangible infrastructure,,2018-06-05 09:53:12,4
649,Focused multi-tasking challenge,,2018-12-05 09:02:39,4
650,Adaptive explicit forecast,Duis aliquam convallis nunc.,2019-03-26 06:02:15,4
651,Sharable intangible model,,2018-12-08 06:33:05,4
652,Robust content-based software,,2019-04-09 03:28:15,4
653,Profound high-level artificial intelligence,,2018-09-17 04:56:55,4
654,Extended cohesive intranet,Vivamus vel nulla eget eros elementum pellentesque,2019-03-01 01:15:50,4
655,User-friendly tertiary focus group,,2018-11-08 18:56:58,4
656,Function-based high-level system engine,,2019-04-12 07:14:11,4
657,Sharable holistic methodology,In eleifend quam a odio.,2019-02-26 16:48:10,4
658,Down-sized multimedia initiative,,2018-05-27 17:50:40,4
659,Enhanced intermediate attitude,,2018-10-26 23:43:28,4
660,Proactive systemic methodology,Aenean lectus.,2018-09-27 22:48:43,4
661,Cross-platform content-based utilisation,,2018-10-17 07:12:49,4
662,Right-sized contextually-based matrices,Etiam justo.,2018-07-09 04:22:26,4
663,Optimized background flexibility,Quisque ut erat.,2018-10-11 21:23:06,4
664,Distributed zero tolerance challenge,,2018-05-16 00:32:54,4
665,Front-line actuating definition,Suspendisse ornare consequat lectus.,2018-06-25 16:11:02,4
666,Implemented system-worthy project,,2019-02-02 18:05:25,4
667,De-engineered neutral focus group,Cras pellentesque volutpat dui.,2019-01-03 10:19:31,4
